,datatype,image,mask,confound,session,subject,task,template,fds_mean_raw,fds_mean_scrubbed,dice,qc,reason
442,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6731/ses-1/anat/sub-PKD6731_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6731/ses-1/anat/sub-PKD6731_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD6731,,MNI152NLin2009cAsym,,,0.9891851653971333,fail,anat dice 0.9891851653971333 < 0.99
443,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6731/ses-1/func/sub-PKD6731_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6731/ses-1/func/sub-PKD6731_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6731/ses-1/func/sub-PKD6731_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD6731,rest,MNI152NLin2009cAsym,0.060669284892953465,0.06066928489295345,0.9306884892007093,pass,
444,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6771/ses-1/anat/sub-PKD6771_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6771/ses-1/anat/sub-PKD6771_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD6771,,MNI152NLin2009cAsym,,,0.9861110924592291,fail,anat dice 0.9861110924592291 < 0.99
445,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6771/ses-1/func/sub-PKD6771_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6771/ses-1/func/sub-PKD6771_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6771/ses-1/func/sub-PKD6771_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD6771,rest,MNI152NLin2009cAsym,0.1382518602931144,0.13149741489018488,0.9276082483253798,pass,
446,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6829/ses-1/anat/sub-PKD6829_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6829/ses-1/anat/sub-PKD6829_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD6829,,MNI152NLin2009cAsym,,,0.9862128683296572,fail,anat dice 0.9862128683296572 < 0.99
447,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6829/ses-1/func/sub-PKD6829_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6829/ses-1/func/sub-PKD6829_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6829/ses-1/func/sub-PKD6829_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD6829,rest,MNI152NLin2009cAsym,0.20095748240763053,0.19048839469135803,0.895405154986523,pass,
448,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6955/ses-1/anat/sub-PKD6955_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6955/ses-1/anat/sub-PKD6955_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD6955,,MNI152NLin2009cAsym,,,0.9798008239642484,fail,anat dice 0.9798008239642484 < 0.99
449,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6955/ses-1/func/sub-PKD6955_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6955/ses-1/func/sub-PKD6955_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6955/ses-1/func/sub-PKD6955_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD6955,rest,MNI152NLin2009cAsym,0.12754493786907628,0.12590926163064514,0.915375909458367,pass,
450,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6975/ses-1/anat/sub-PKD6975_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6975/ses-1/anat/sub-PKD6975_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD6975,,MNI152NLin2009cAsym,,,0.9871048318731075,fail,anat dice 0.9871048318731075 < 0.99
451,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6975/ses-1/func/sub-PKD6975_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6975/ses-1/func/sub-PKD6975_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD6975/ses-1/func/sub-PKD6975_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD6975,rest,MNI152NLin2009cAsym,0.2202448141558233,0.21429103066991867,0.9079644505212784,pass,
452,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD7213/ses-1/anat/sub-PKD7213_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD7213/ses-1/anat/sub-PKD7213_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD7213,,MNI152NLin2009cAsym,,,0.9898935151348477,fail,anat dice 0.9898935151348477 < 0.99
453,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD7213/ses-1/func/sub-PKD7213_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD7213/ses-1/func/sub-PKD7213_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD7213/ses-1/func/sub-PKD7213_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD7213,rest,MNI152NLin2009cAsym,0.2632837623301205,0.25924462691138206,0.9095478999326182,pass,
454,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8213/ses-1/anat/sub-PKD8213_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8213/ses-1/anat/sub-PKD8213_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD8213,,MNI152NLin2009cAsym,,,0.9901920934392772,pass,
455,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8213/ses-1/func/sub-PKD8213_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8213/ses-1/func/sub-PKD8213_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8213/ses-1/func/sub-PKD8213_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD8213,rest,MNI152NLin2009cAsym,0.11015355496648101,0.10831525506715231,0.9274068577165681,pass,
456,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8801/ses-1/anat/sub-PKD8801_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8801/ses-1/anat/sub-PKD8801_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD8801,,MNI152NLin2009cAsym,,,0.9895040404894617,fail,anat dice 0.9895040404894617 < 0.99
457,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8801/ses-1/func/sub-PKD8801_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8801/ses-1/func/sub-PKD8801_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8801/ses-1/func/sub-PKD8801_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD8801,rest,MNI152NLin2009cAsym,0.22982263079116463,0.2019487991983122,0.9180448285174183,pass,
458,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8819/ses-1/anat/sub-PKD8819_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8819/ses-1/anat/sub-PKD8819_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD8819,,MNI152NLin2009cAsym,,,0.990161969496951,pass,
459,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8819/ses-1/func/sub-PKD8819_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8819/ses-1/func/sub-PKD8819_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8819/ses-1/func/sub-PKD8819_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD8819,rest,MNI152NLin2009cAsym,0.14947896377510037,0.14796096564516126,0.9013887268059283,pass,
460,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8891/ses-1/anat/sub-PKD8891_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8891/ses-1/anat/sub-PKD8891_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD8891,,MNI152NLin2009cAsym,,,0.9838287616947226,fail,anat dice 0.9838287616947226 < 0.99
461,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8891/ses-1/func/sub-PKD8891_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8891/ses-1/func/sub-PKD8891_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8891/ses-1/func/sub-PKD8891_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD8891,rest,MNI152NLin2009cAsym,0.2843294574337349,0.2775504873909464,0.8915059620197262,pass,
462,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8911/ses-1/anat/sub-PKD8911_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8911/ses-1/anat/sub-PKD8911_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD8911,,MNI152NLin2009cAsym,,,0.9884028476600469,fail,anat dice 0.9884028476600469 < 0.99
463,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8911/ses-1/func/sub-PKD8911_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8911/ses-1/func/sub-PKD8911_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD8911/ses-1/func/sub-PKD8911_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD8911,rest,MNI152NLin2009cAsym,0.07364850651887546,0.07157857267419351,0.8980863467387631,pass,
464,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9408/ses-1/anat/sub-PKD9408_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9408/ses-1/anat/sub-PKD9408_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD9408,,MNI152NLin2009cAsym,,,0.9860338076284706,fail,anat dice 0.9860338076284706 < 0.99
465,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9408/ses-1/func/sub-PKD9408_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9408/ses-1/func/sub-PKD9408_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9408/ses-1/func/sub-PKD9408_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD9408,rest,MNI152NLin2009cAsym,0.43950139097188756,0.2685145130914634,0.9120207843516163,pass,
466,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9538/ses-1/anat/sub-PKD9538_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9538/ses-1/anat/sub-PKD9538_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD9538,,MNI152NLin2009cAsym,,,0.9837939797905195,fail,anat dice 0.9837939797905195 < 0.99
467,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9538/ses-1/func/sub-PKD9538_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9538/ses-1/func/sub-PKD9538_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9538/ses-1/func/sub-PKD9538_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD9538,rest,MNI152NLin2009cAsym,1.0465673421124497,0.3627744946458334,0.9124563570929796,fail,fds_mean_scrubbed 0.3627744946458334mm > 0.3mm; 
468,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9629/ses-1/anat/sub-PKD9629_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9629/ses-1/anat/sub-PKD9629_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD9629,,MNI152NLin2009cAsym,,,0.9899498065049722,fail,anat dice 0.9899498065049722 < 0.99
469,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9629/ses-1/func/sub-PKD9629_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9629/ses-1/func/sub-PKD9629_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9629/ses-1/func/sub-PKD9629_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD9629,rest,MNI152NLin2009cAsym,0.14520599042917265,0.14350059028977413,0.9259747762674544,pass,
470,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9855/ses-1/anat/sub-PKD9855_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9855/ses-1/anat/sub-PKD9855_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD9855,,MNI152NLin2009cAsym,,,0.9886367927522294,fail,anat dice 0.9886367927522294 < 0.99
471,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9855/ses-1/func/sub-PKD9855_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9855/ses-1/func/sub-PKD9855_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9855/ses-1/func/sub-PKD9855_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKD9855,rest,MNI152NLin2009cAsym,0.21888406295839355,0.21715771946225806,0.9173985283645858,pass,
472,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9893/ses-1/anat/sub-PKD9893_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9893/ses-1/anat/sub-PKD9893_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKD9893,,MNI152NLin2009cAsym,,,0.9853147540930742,fail,anat dice 0.9853147540930742 < 0.99
473,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9893/ses-1/func/sub-PKD9893_ses-1_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9893/ses-1/func/sub-PKD9893_ses-1_task-rest_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9893/ses-1/func/sub-PKD9893_ses-1_task-rest_run-2_desc-confounds_timeseries.tsv,1,PKD9893,rest,MNI152NLin2009cAsym,0.13377660423614454,0.12774625367804876,0.9105419250471826,pass,
474,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9893/ses-1/func/sub-PKD9893_ses-1_task-rest_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9893/ses-1/func/sub-PKD9893_ses-1_task-rest_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKD9893/ses-1/func/sub-PKD9893_ses-1_task-rest_run-2_desc-confounds_timeseries.tsv,1,PKD9893,rest,MNI152NLin2009cAsym,0.13377660423614454,0.12774625367804876,0.9105419250471826,pass,
475,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0444/ses-1/anat/sub-PKF0444_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0444/ses-1/anat/sub-PKF0444_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKF0444,,MNI152NLin2009cAsym,,,0.9755578138716386,fail,anat dice 0.9755578138716386 < 0.99
476,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0444/ses-1/func/sub-PKF0444_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0444/ses-1/func/sub-PKF0444_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0444/ses-1/func/sub-PKF0444_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKF0444,rest,MNI152NLin2009cAsym,0.2677980922330924,0.2335483985960435,0.875365421830609,fail,func dice 0.875365421830609 < 0.89; 
477,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0488/ses-1/anat/sub-PKF0488_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0488/ses-1/anat/sub-PKF0488_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKF0488,,MNI152NLin2009cAsym,,,0.9878838295302133,fail,anat dice 0.9878838295302133 < 0.99
478,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0488/ses-1/func/sub-PKF0488_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0488/ses-1/func/sub-PKF0488_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0488/ses-1/func/sub-PKF0488_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKF0488,rest,MNI152NLin2009cAsym,0.08617034659759032,0.08617034659759032,0.912197111154036,pass,
479,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0655/ses-1/anat/sub-PKF0655_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0655/ses-1/anat/sub-PKF0655_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKF0655,,MNI152NLin2009cAsym,,,0.9882419768633571,fail,anat dice 0.9882419768633571 < 0.99
480,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0655/ses-1/func/sub-PKF0655_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0655/ses-1/func/sub-PKF0655_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF0655/ses-1/func/sub-PKF0655_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKF0655,rest,MNI152NLin2009cAsym,0.18308797213092365,0.1816532308895161,0.9185255668609366,pass,
481,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF1647/ses-1/anat/sub-PKF1647_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF1647/ses-1/anat/sub-PKF1647_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKF1647,,MNI152NLin2009cAsym,,,0.9881056035823124,fail,anat dice 0.9881056035823124 < 0.99
482,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF1647/ses-1/func/sub-PKF1647_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF1647/ses-1/func/sub-PKF1647_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF1647/ses-1/func/sub-PKF1647_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKF1647,rest,MNI152NLin2009cAsym,0.3861099788674699,0.3336665046871795,0.9014526894385552,fail,fds_mean_scrubbed 0.3336665046871795mm > 0.3mm; 
483,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2266/ses-1/anat/sub-PKF2266_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2266/ses-1/anat/sub-PKF2266_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKF2266,,MNI152NLin2009cAsym,,,0.9890937132588445,fail,anat dice 0.9890937132588445 < 0.99
484,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2266/ses-1/func/sub-PKF2266_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2266/ses-1/func/sub-PKF2266_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2266/ses-1/func/sub-PKF2266_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKF2266,rest,MNI152NLin2009cAsym,0.2025345131646586,0.17897270191631798,0.9401435842724101,pass,
485,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2300/ses-1/anat/sub-PKF2300_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2300/ses-1/anat/sub-PKF2300_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKF2300,,MNI152NLin2009cAsym,,,0.9844555904957146,fail,anat dice 0.9844555904957146 < 0.99
486,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2300/ses-1/func/sub-PKF2300_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2300/ses-1/func/sub-PKF2300_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF2300/ses-1/func/sub-PKF2300_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKF2300,rest,MNI152NLin2009cAsym,0.3013932491686747,0.29413907415702484,0.894974091081434,pass,
487,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF5475/ses-1/anat/sub-PKF5475_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF5475/ses-1/anat/sub-PKF5475_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,PKF5475,,MNI152NLin2009cAsym,,,0.9842335729492947,fail,anat dice 0.9842335729492947 < 0.99
488,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF5475/ses-1/func/sub-PKF5475_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF5475/ses-1/func/sub-PKF5475_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-PKF5475/ses-1/func/sub-PKF5475_ses-1_task-rest_desc-confounds_timeseries.tsv,1,PKF5475,rest,MNI152NLin2009cAsym,0.1096084879482329,0.10557660971299591,0.9147154295607012,pass,
